Crash Severity Description,Reportnumber,CollisionImpact Description,Crash County Description,Large Vehicle Involved,Motorcycle Crash,Non-Motorist Crash,Person ID Contribs,PersonID NM,PersonID NMSafetyEquip,PersonID Occ,RoadName,Unrestrained Occupants,VehicleID Damage,VehicleID Sequence,VehicleID,Work Zone Crash,CrashPoint,Latitude (generated),Longitude (generated)
Property Damage Crashes,MSP647600HV,"Sideswipe, Same Direction",Prince George's,No,No,No,819198a9-8010-43b8-bf9c-7289b262bd10,,,*,RAMP 3 FR MD 223 EB TO MD 5 NB,No,*,*,*,No,Point,38.772676691,-76.886322975
Property Damage Crashes,MSP647600HT,Front to Rear,Prince George's,No,No,No,313b9514-b173-4565-8592-793a73295992,,,*,CRAIN HWY (SB/L),No,*,*,*,No,Point,38.810484571,-76.740119710
Property Damage Crashes,MSP647600HS,Front to Rear,Prince George's,No,No,No,a24f622d-d489-471a-b518-6275bea1bc4e,,,*,CRAIN HWY (SB/L),No,*,*,*,No,Point,38.810484571,-76.740119710
Property Damage Crashes,MSP647600HP,Front to Rear,Prince George's,No,No,No,0619c8f0-2df1-4b35-8fde-2c41e1279edd,,,*,,No,*,*,*,No,Point,38.841021727,-76.727533296
Property Damage Crashes,MSP647600HN,Front to Rear,Prince George's,No,No,No,37f7110e-c0a2-4cfb-9cf2-5b6b112247a1,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.750638521,-76.879555821
Property Damage Crashes,MSP647600HM,Front to Rear,Prince George's,No,No,No,031d28e2-d0e1-489c-a5ae-4381acbc1c67,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.875328091,-76.843925380
Property Damage Crashes,MSP647600HJ,Front to Rear,Prince George's,No,No,No,54e0a698-7806-48d1-9b63-6b1a78e20a2c,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.818728664,-76.912606250
Property Damage Crashes,MSP647600HH,Front to Rear,Prince George's,No,No,No,,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.727697194,-76.881602034
Property Damage Crashes,MSP647600HC,Front to Rear,Prince George's,No,No,No,,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.754548584,-76.879273867
Property Damage Crashes,MSP647600H7,"Sideswipe, Same Direction",Prince George's,Yes,No,No,b1736975-282b-4d5d-a165-8024013afdf5,,,*,,No,*,*,*,No,Point,38.671048398,-76.876001463
Property Damage Crashes,MSP647600H6,"Sideswipe, Same Direction",Prince George's,No,No,No,a4d6a988-d80f-40de-bfae-e2bcab8d5960,,,*,CAPITAL BELTWAY (SB LOCAL),No,*,*,*,No,Point,38.798325477,-77.009431747
Property Damage Crashes,MSP647600H5,Front to Rear,Prince George's,No,No,No,,,,*,ANACOSTIA FREEWAY,No,*,*,*,No,Point,38.803375670,-77.022006336
Property Damage Crashes,MSP647600H3,Single Vehicle,Prince George's,No,No,No,158d9d41-031e-440e-aee3-bbc3a6e8290c,,,158d9d41-031e-440e-aee3-bbc3a6e8290c,CAPITAL BELTWAY,No,708c8997-7242-4234-90f9-da045435c3c4,708c8997-7242-4234-90f9-da045435c3c4,708c8997-7242-4234-90f9-da045435c3c4,No,Point,38.862030818,-76.848782545
Property Damage Crashes,MSP647600H1,"Sideswipe, Same Direction",Prince George's,No,No,No,e2729d1e-66a4-45fb-a45c-ee32a66925fc,,,*,CAPITAL BELTWAY (SB LOCAL),No,*,*,*,No,Point,38.798611576,-77.008602766
Property Damage Crashes,MSP647600GY,Front to Rear,Prince George's,No,No,No,b360dd18-868b-4dec-b70c-8848f26c95fb,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.697801536,-76.874793861
Property Damage Crashes,MSP647600GX,Single Vehicle,Prince George's,No,No,No,f5a0545b-6067-4bf7-91a0-b577fb801df5,,,*,CAPITAL BELTWAY (SB/L),No,5c3e4976-0168-4bce-a0e1-d3dd4409e39b,5c3e4976-0168-4bce-a0e1-d3dd4409e39b,5c3e4976-0168-4bce-a0e1-d3dd4409e39b,No,Point,38.843443757,-76.863969206
Property Damage Crashes,MSP647600GT,Front to Rear,Prince George's,No,No,No,fec36922-1ddd-42c6-82fe-1f02aeb4d9d6,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.815095010,-76.914483327
Property Damage Crashes,MSP647600GR,"Sideswipe, Opposite Direction",Prince George's,No,No,No,ec5f4818-dfe2-416d-b18e-36794f7464ad,,,*,CRAIN HWY,No,*,*,*,No,Point,38.812045804,-76.738769851
Property Damage Crashes,MSP647600GP,Single Vehicle,Prince George's,No,No,No,916a7621-8b7d-438b-8e46-5ffc7e9c2e50,,,916a7621-8b7d-438b-8e46-5ffc7e9c2e50,STEPHANIE ROPER HWY,No,f33b5f1c-f3b1-44cf-823a-7ae7884acad3,f33b5f1c-f3b1-44cf-823a-7ae7884acad3,f33b5f1c-f3b1-44cf-823a-7ae7884acad3,No,Point,38.811746052,-76.715911660
Property Damage Crashes,MSP647600GM,Single Vehicle,Prince George's,Yes,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.937391684,-76.855206672
Property Damage Crashes,MSP647600GK,Front to Rear,Prince George's,No,No,No,6051f9b6-f4af-455f-91a7-6443924f6f80,,,*,,No,*,*,*,No,Point,38.728540011,-76.881300027
Property Damage Crashes,MSP647600GH,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.908493959,-76.849875012
Property Damage Crashes,MSP647600GF,Front to Rear,Prince George's,No,No,No,94a61671-b64c-4743-a83e-359b97fb3238,,,*,CRAIN HWY,No,*,*,*,No,Point,38.948213352,-76.717690302
Property Damage Crashes,MSP647600GC,Front to Rear,Prince George's,No,No,No,f3d7e166-1eb9-4c05-89ee-20fb7f5ded79,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.843638310,-76.864324971
Property Damage Crashes,MSP647600GB,Single Vehicle,Prince George's,No,No,No,73de3ee4-833c-4aef-80fa-1a93172c1dfc,,,73de3ee4-833c-4aef-80fa-1a93172c1dfc,WHITE HOUSE RD,No,a56e4157-37cd-4f2f-a70a-28fe65723f5c,a56e4157-37cd-4f2f-a70a-28fe65723f5c,a56e4157-37cd-4f2f-a70a-28fe65723f5c,No,Point,38.876356439,-76.802946213
Property Damage Crashes,MSP647600G9,Front to Rear,Prince George's,No,No,No,e23d66da-64dc-48df-8898-d55c1ac0c61a,,,*,CRAIN HWY,Yes,*,*,*,No,Point,38.777899982,-76.799148359
Property Damage Crashes,MSP647600G8,Single Vehicle,Prince George's,No,No,No,0bd87849-3d6b-46ae-b16e-03166e6dd5d4,,,0bd87849-3d6b-46ae-b16e-03166e6dd5d4,CAPITAL BELTWAY,No,6c25ac0a-96ab-493c-be47-6b5719fd5163,6c25ac0a-96ab-493c-be47-6b5719fd5163,6c25ac0a-96ab-493c-be47-6b5719fd5163,No,Point,38.819182254,-76.928303063
Property Damage Crashes,MSP646600W4,Front to Rear,Prince George's,No,No,No,7a6e51cf-5c70-4834-87b3-191771829057,,,*,NO NAME (SB/L),No,*,*,*,Yes,Point,39.112072180,-76.877843554
Property Damage Crashes,MSP646300V3,"Sideswipe, Same Direction",Prince George's,No,No,No,ef57834c-6221-49d7-b4fd-48f1fcf4a31d,,,*,NO NAME,No,*,*,*,No,Point,39.070945208,-76.907101249
Property Damage Crashes,MSP617100PJ,Front to Rear,Prince George's,No,No,No,48fdee82-5397-4a9d-8024-3f649713a33e,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.971340027,-76.869398325
Property Damage Crashes,MSP617100PH,Front to Rear,Prince George's,Yes,No,No,e1d167b2-6def-4b86-b46c-59428f022eca,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,39.003459384,-76.895435850
Property Damage Crashes,MSP617100PD,"Sideswipe, Same Direction",Prince George's,No,No,No,5a164e2e-f594-4796-b129-52a4c21e92dc,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.991669221,-76.885930092
Property Damage Crashes,MSP617100PB,"Sideswipe, Same Direction",Prince George's,No,No,No,30639b65-a5ec-492c-932d-2bde01e7bccb,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,39.002656673,-76.895289997
Property Damage Crashes,MSP617100P9,Front to Rear,Prince George's,Yes,No,No,1f6190fa-7f3b-4356-b6d7-70795b5c0961,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.988538343,-76.882930012
